system:index,Aquifer,Broader,CS_max,CS_min,GWIrKHaKm2,RDS_main,RDS_mainDist,RDS_tot,STS,area_km2,compact,constant,crpkHaKm2,elev,elong,lat_c,lon_c,m_per_year,ntl,perim_km,pet_mm,pop,prec_mm,slope,urbkHaKm2,.geo
00000000000000000036,Southern San Juan Basin,-,613.4591272909322,103.35804541987585,5.37355360847856E-6,34.54367306271879,17.078079909467338,118.43669157925063,3.0287170861853734,7747.14910780338,0.6447668772308743,1.0,7.00913822974783E-5,2133.9939857955924,1.7940339687723563,35.53202921928261,-108.20056663976396,0.06270143,0.7476253696838748,388.57470857140413,1092.2522433974052,0.5505634459696976,22.398410273775415,1.860387744987079,3.3239490354286045E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,Upper Deschutes Basin,-,4563.2126277414545,1038.8324783373118,7.282689236301173E-4,0.0,23.795282955517624,208.00022810569635,2.2182046883520057,12430.05053136753,0.42785164195014785,1.0,0.003274468784108393,1217.5900373198094,1.0302358274420023,44.09586059982263,-121.31041940018775,0.08839167,0.5598002198338905,604.2195562415551,840.6107908072466,1.1737357961920922,42.8594008778562,2.7434658810307115,7.029177546925007E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,Lahontan Valley,-,3909.489811431535,826.7566376923027,0.0015380570570562423,0.0,18.54034337362517,218.9496346933819,2.9900604446587966,1728.1538252163439,0.5610406513312057,1.0,0.00809149869536224,1210.4981345859123,1.6552105149719503,39.48565270370182,-118.73757682668227,-4.0341E-4,0.6566376028122299,196.7428532664687,1218.060641804112,0.8930597391573383,9.821386806366013,0.373677611673665,0.001099107874286381,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,Santa Maria Basin and Nipomo Valley,-,7462.295387147582,2467.6396223827105,0.020913773997043444,85.66653896543083,0.07182406491502698,1798.9507971867902,1.168149419905311,678.2586067398585,0.3199509352553887,1.0,0.02445597566351414,112.14609967317946,1.586079636325242,34.93852389099089,-120.45207602708928,0.09970393,3.043912949013127,163.21531093990902,1028.7487155348208,15.596808426091211,34.22556710599618,1.300789657932572,0.01111541523865941,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,Cuyama Valley,-,8117.283955211483,1958.092819605496,0.01196513099326993,0.0,2.694989256127591,110.10084061534369,3.0479848489882695,483.44811191960554,0.12065893306565921,1.0,0.016818347264866456,868.7843838256299,1.8011657725094152,34.86908586700314,-119.53458543783377,1.4495125,0.3518688981026541,224.38825741688154,1170.0461515342802,0.142505972507397,33.007087034749325,2.39332855500412,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,San Antonio Creek Valley,-,9432.089372765673,3053.138202487176,0.017267130522610852,25.972464324755506,0.0,225.4439684462433,1.5904954648861047,217.8208588055049,0.3198425774557992,1.0,0.005171459094444352,221.9917570242562,3.618712310799653,34.76538794731917,-120.33390139781801,0.44415892,0.5147763880752092,92.50954112640856,1040.572013230661,0.711029906784963,33.37568926479316,2.098733461739513,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,Beaver Valley,-,7733.899277176749,1549.0847980740439,0.005859835136689359,117.26893749704739,2.9105644094435075,267.5149147257526,1.1750602352718862,325.06537829935564,0.46442217266911134,1.0,0.014147351806080493,1822.6182926253155,1.3987632569690824,38.29965437987543,-112.68732420801086,0.04555947,0.707683468749754,93.78509385886936,1110.3861486791186,0.8035128541779041,23.304761700245187,1.5296837954400482,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,Parowan Valley,-,7208.167909787969,1928.109519757325,0.007571013971928827,169.7689884100371,1.428348715035031,285.99733961323915,1.851400118953849,384.0814626673231,0.4648640708822246,1.0,0.015637848515200135,1787.533604462377,1.06832221144076,37.918510843140716,-112.81897543524612,0.53505111,0.6033805731021838,101.8951739150575,1163.7253047766167,0.7303154048389374,24.162999958107942,1.80085550408299,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,Cedar Valley,-,6783.904983916832,1427.898851262206,0.004255496703873916,65.89597947328275,0.15097902270949368,529.369315544934,2.1664195067826735,580.1686746219972,0.36381212110413685,1.0,0.00897250521032452,1713.3914959218628,1.2439732086331776,37.73606154339004,-113.1331480127217,0.42242187,1.2567167019763679,141.5609563117721,1211.6382795699951,3.31257566585463,24.760935248798205,1.4595170293522064,0.001357253720867585,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,Pahvant Valley,-,5605.695477007639,1122.545896219878,0.004360902006614898,81.8486723265896,5.539843324875034,146.97395940854665,1.5362819983484726,942.8601819741275,0.5023120170350269,1.0,0.015921269785914755,1473.473582008671,1.1889473840185298,39.007112537788565,-112.42141890295488,0.42225679,0.4828449250771844,153.5825222586891,1141.3996278588916,0.2752217755950565,24.56600480444411,0.8467071900796993,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,Central Sevier Valley,-,5432.562803984383,1031.4775034667719,0.002452796575414543,91.93974786319245,2.8200090630177135,283.9050466271515,2.5746553222396593,939.5421744186885,0.27100078620210555,1.0,0.021210295112743124,1656.6216845436495,1.4598669039021643,38.882719341397355,-111.99549990009344,0.05551714,1.1762503878728177,208.72659883207564,1075.4955971270253,1.7846300786322085,21.00889592183872,2.6082260866601765,6.437689167455674E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,Sanpete Valley,-,6361.187100146538,1893.9246106827136,0.0017535808201328128,0.0,1.9176823683594373,343.7685228206873,2.244828710818828,676.1296795820352,0.25582546647015697,1.0,0.024192693963825573,1780.3093346795802,1.3472846435034613,39.47811597784378,-111.55301055785905,0.06787236,0.8365410769856836,182.2418203619425,1014.8709560444145,1.961133837516892,28.73858468120576,2.3865587336166985,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,Juab Valley,-,7536.085610549908,2070.2116741571804,0.004739509397897327,233.45663053824185,0.07590716196487306,388.74174828824965,2.130281095520281,392.5535850525216,0.23899334608692552,1.0,0.020939424788061805,1579.6048312812804,2.9341690475395654,39.65975062998985,-111.878452789735,0.34458729,4.541335292983143,143.66848136825755,1073.2899211301492,1.4692979159175796,28.388328927768296,2.041212925264846,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,Rush Valley,-,7543.37771815468,2288.309753971397,6.596531979416409E-4,0.0,1.6917384512145388,134.28545445022698,2.5504230489041695,1255.5398239319131,0.6070143520584191,1.0,0.0013434934507361208,1673.6474862276998,1.3912336581041438,40.196355311968006,-112.37805282808898,0.03482788,0.34155883791206626,161.22066139727346,1044.0585963781116,0.08708746308114865,25.329599705458122,1.8136848516147752,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
