system:index,Area,CC,CR,CR3,CntryNm,GW,GW3,IR,IR3,Region,UR,aq_id,code,countrs,name,.geo
00000000000000000323,7.643289735458328E9,USA,6.470469643831453,0.0,United States,0.0038997642684374346,0.0,0.014149338200323635,0.0,AMER,5.31422853730392,58,N021,Canada; United States of America,Richelieu/Lake Champlain and Yamaska,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000324,3.0353473427237988E10,CAN,105.9164335163064,104.71089189215412,Canada,7.841509043432135E-5,0.0,0.0030061668379272937,0.0,AMER,0.8512508062500002,359,N022a,Canada; United States of America,Northern Great Plains - Upper Cretaceous Aquifer System,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000325,2.669685774878335E11,USA,393.9280131623645,348.34988162720333,United States,0.6222424047469243,0.003169645917851112,4.851955355625225,0.5178268883101611,AMER,19.971432631249996,359,N022a,Canada; United States of America,Northern Great Plains - Upper Cretaceous Aquifer System,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000326,1.94148310264647E10,CAN,64.19083091022118,63.32530277105801,Canada,7.841509043432135E-5,0.0,0.0030061668379272937,0.0,AMER,0.8512508062500002,360,N022b,Canada; United States of America,Northern Great Plains - Lower Tertiary Aquifer System,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000327,2.227084513343149E11,USA,328.3257315321268,291.9361942058735,United States,0.45854541597267695,0.0029103337962476665,4.407725727373041,0.5000307711127834,AMER,19.971432631249996,360,N022b,Canada; United States of America,Northern Great Plains - Lower Tertiary Aquifer System,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000328,3.4803768529875007E9,MEX,2.5742974005764596E-4,0.0,Mexico,0.0,0.0,0.0,0.0,AMER,0.0,330,N025,Mexico; United States of America,Laguna Salada Aquifer / Coyote Wells Valley,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000329,3.325416894894609E8,USA,0.0,0.0,United States,0.0,0.0,0.0,0.0,AMER,0.0,330,N025,Mexico; United States of America,Laguna Salada Aquifer / Coyote Wells Valley,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032a,1.6225835530846327E10,MEX,18.556593755998303,18.54204671026877,Mexico,4.624035042793515,4.619067546432898,15.353116952045253,15.337767067372294,AMER,32.16250268862748,368,N026,Mexico; United States of America,Valle de Mexicali - San Luis Rio Colorado Aquifer / Yuma - Imperial Valley,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032b,1.1659756916401222E10,USA,19.038730185931026,18.95838193997689,United States,5.568766023214116,5.554544026288419,18.178866582716285,18.132160926287295,AMER,22.57095907453431,368,N026,Mexico; United States of America,Valle de Mexicali - San Luis Rio Colorado Aquifer / Yuma - Imperial Valley,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032c,3.723212944898284E9,MEX,0.03260450023406262,0.0,Mexico,0.0,0.0,0.0,0.0,AMER,1.135496146617647,341,N031,Mexico; United States of America,Sonoyta-Puerto Penasco Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032d,5.3112678802941196E7,USA,0.0,0.0,United States,0.0,0.0,0.0,0.0,AMER,0.0,341,N031,Mexico; United States of America,Sonoyta-Puerto Penasco Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032e,1.7005752362916666E8,MEX,0.0,0.0,Mexico,0.0,0.0,0.0,0.0,AMER,0.5870790056862745,336,N035,Mexico; United States of America,La Abra Plain,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032f,1.359897562230392E8,USA,0.0,0.0,United States,0.0,0.0,0.0,0.0,AMER,0.0,336,N035,Mexico; United States of America,La Abra Plain,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000330,7.327023573340688E8,MEX,1.1914260040898808E-4,0.0,Mexico,0.0,0.0,0.0,0.0,AMER,0.0,338,N041,Mexico; United States of America,San Simon Wash,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000331,6.925959793066175E9,USA,0.08792504036620735,0.08036940150117845,United States,0.007827697338205777,0.0,0.02129900474241106,0.0,AMER,0.0,338,N041,Mexico; United States of America,San Simon Wash,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000332,4.4594769154362744E8,MEX,0.04127157356030096,0.0,Mexico,0.004201549831447373,0.0,0.004295018201741915,0.0,AMER,0.0,335,N045,Mexico; United States of America,Rio Altar Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000333,4.4204602306127466E7,USA,5.567880222879246E-5,0.0,United States,0.0,0.0,0.0,0.0,AMER,0.0,335,N045,Mexico; United States of America,Rio Altar Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000334,3.9991993140931314E8,MEX,0.02372306452993937,0.0,Mexico,0.003198128454558536,0.0,0.005466549747469204,0.0,AMER,2.5232427248774503,337,N048,Mexico; United States of America,Rio Agua Prieta Aquifer / Douglas Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000335,1.6638051131776965E9,USA,0.52772465040993,0.37467823507788994,United States,0.1396474041361022,0.12166198284978699,0.1990047760553592,0.17337463447330748,AMER,1.479069650122549,337,N048,Mexico; United States of America,Rio Agua Prieta Aquifer / Douglas Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000336,2.507173034361029E9,MEX,1.3519391530902178,1.128972700208229,Mexico,0.6582616362336764,0.5922603170396987,0.6865886642104642,0.6126326415548157,AMER,0.0,331,N053,Mexico; United States of America,Janos Aquifer / Playas Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000337,1.503765894926471E9,USA,0.08823245646185988,0.0,United States,0.00967561523478492,0.0,0.020480652638702496,0.0,AMER,0.0,331,N053,Mexico; United States of America,Janos Aquifer / Playas Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000338,3.322593313515443E9,MEX,2.3858716952823804,2.1116332921388246,Mexico,1.2628268648827055,1.2344169005490975,1.3654004479230124,1.3336468778105683,AMER,1.1097267249999998,334,N055,Mexico; United States of America,Ascension Aquifer / Hachita Moscos Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000339,1.2364634041823528E9,USA,0.02369015628227326,0.01545817972501881,United States,0.0029917340009033497,0.0019022300792831844,0.003161805628581364,0.0020103664863648585,AMER,0.0,334,N055,Mexico; United States of America,Ascension Aquifer / Hachita Moscos Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033a,4.681425710808825E7,MEX,0.0,0.0,Mexico,0.0,0.0,0.0,0.0,AMER,0.0,332,N057,Mexico; United States of America,Potrillo Mountains,"{""type"":""MultiPoint"",""coordinates"":[]}"
