"aq_id","CntrName","type","area_km2","lat_c","lon_c","CS_max","RDS_mainDist","GW","Ir","IrNeed3","IrNeed0","OverIR3","OverIR6","giniIr","giniGw","giniIr_Need","giniCSI","gini_crpGWSpct_gt0","gini_gwpct_gt0","RiverBorder"
204,"Guatemala","treat",1496.73600786403,15.7539027405431,-91.6803916693226,6766.85725502236,0,0,8.68646421222972e-05,0.00246757675625319,0.0032079896749926,0,0,-0.882374955766964,NA,NA,-0.170696868183536,NA,NA,TRUE
204,"Mexico","treat",3425.12707530778,16.1802520934941,-92.251345226047,6986.06499197914,0,0,0.033749847549346,0.0716418477838595,0.0802124740507541,0.0336842940958222,0,-0.0388270510433992,NA,0.182831366126618,-0.879742630660298,0.182831366126618,-0.061237727658946,TRUE
365,"Belize","treat",2712.61058225487,17.8536986791151,-88.8805750105973,8311.05874073251,0,0.000767528767436966,0.000784488567033974,0.00577864606994028,0.0184855042112827,0.000636182986276287,0,-0.775572641899332,-0.755491284778664,-0.0597439888081497,0.21303473464102,-0.0597439888081497,-0.755491284778664,FALSE
365,"Guatemala","treat",2936.81611603537,17.5730214167664,-89.4712014894409,8525.01232195827,14.4073801209325,0,0,0,0,0,0,NA,NA,NA,-0.58905287880322,NA,NA,FALSE
365,"Mexico","treat",130977.213664893,19.6361062454226,-89.2712076141065,4278.91712847754,13.3611097863327,0.000152110951505046,0.00018662531411065,0.000764928797154851,0.00548934123794796,0.000153602282956924,0,0.0233950288118432,0.102802362376799,-0.618422105105569,-0.953003279049239,-0.618422105105569,0.0485812730374929,FALSE
362,"Belize","treat",3454.32553325428,17.0449035535797,-88.9659306844538,8421.13245920318,0.178649331468216,0,0,0,0.0127064170966538,0,0,NA,NA,NA,0.0122434751440818,NA,NA,FALSE
362,"Guatemala","treat",5099.57416850615,16.9774063989065,-89.3898481710115,8202.92714231091,7.9092940475344,0,0,0,2.2767187854636e-06,0,0,NA,NA,NA,-0.785438439250157,NA,NA,FALSE
361,"Belize","treat",905.99776772109,16.1989345741288,-89.0592042694851,9695.90970945887,0.568837072767554,0,0,0,0.000881961760216704,0,0,NA,NA,NA,0.3588017742505,NA,NA,TRUE
361,"Guatemala","treat",609.9426484538,16.1431736421063,-89.3066171301276,9487.3603776841,2.94166847496729,0,0,0,0,0,0,NA,NA,NA,0.149936329497959,NA,NA,TRUE
364,"Belize","treat",213.815158255092,15.9336887420153,-89.0951308685999,7797.87097342328,0,0,0,0,0,0,0,-0.207282052855398,NA,NA,0.901776244783808,NA,-0.207282052855398,TRUE
364,"Guatemala","treat",1901.58860425903,15.8063363482445,-89.4211516975559,9155.76914381643,2.5281953772009,0,0,0,0,0,0,-0.269418242633369,NA,NA,-0.0667751284226741,NA,-0.269418242633369,TRUE
363,"Belize","treat",417.242554211944,16.0234734765424,-89.0749119007923,9090.90819592322,0,0,0,0,0,0,0,NA,NA,NA,-0.299837398444795,NA,NA,TRUE
363,"Guatemala","treat",51.3330630717226,16.0161442571899,-89.2699966500802,9992.58330884514,0.36869333749119,0,0,0,0,0,0,NA,NA,NA,0.949290662586687,NA,NA,TRUE
57,"Guatemala","treat",12411.87466778,15.0193608621275,-89.8332595083028,8920.80281541755,1.24032864967323,3.36121581927861e-08,0.000397407520082063,0.00818312118901225,0.00860127370884457,0.000266805025751627,0,-0.290609631696438,-0.251374922528995,0.0656425639422182,-0.671344414155007,0.0656425639422182,-0.349862796031954,FALSE
57,"Honduras","treat",17.4935473581609,15.3722822968807,-88.6751437228188,8423.56987847223,11.2112674375676,0,0,0,0.000646173624837292,0,0,-0.401305770967825,NA,NA,0.998474761527715,NA,NA,FALSE
217,"Guatemala","treat",2311.91321867989,14.7564258672408,-89.468885291393,7844.20248939699,0,0,0.000850228057511739,0.0132439381505096,0.0132439381505096,0.000841309970759834,0,0.306077783123307,-0.0696224987349336,0.666036315901836,0.801573972597019,0.666036315901836,0.256845259645537,FALSE
217,"Honduras","treat",13.210074467716,14.7854675470741,-89.184382379215,5296.6069480333,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,FALSE
357,"Honduras","treat",65.1218221072435,14.4412708044065,-89.2033322569273,7781.88212684177,0,0,0,0.00264295357582013,0.00264295357582013,0,0,NA,NA,NA,0.813511843759295,NA,NA,FALSE
357,"El Salvador","treat",10.7311879034418,14.3584353266996,-89.1978971684369,7778,0,0,0,0.000324974033584748,0.000324974033584748,0,0,NA,NA,NA,0.582862601597173,NA,NA,FALSE
294,"Guatemala","treat",2152.3428701216,14.4185073171666,-89.7271640154367,9575.9576489068,0,1.43912319923366e-05,0.000541380620753621,0.010614940669262,0.010614940669262,0,0,-0.0550386630798787,0.256532291421918,-0.782534443311246,-0.289710577941061,-0.782534443311246,-0.118823949678778,FALSE
294,"El Salvador","treat",787.643828254254,14.250715164015,-89.5110758875465,9399.9252883805,0,0,0,0.00644722082266487,0.00644722082266487,0,0,0.330874772644219,NA,-0.820978434446737,0.484378264805228,-0.820978434446737,-0.646454018091021,FALSE
293,"Guatemala","treat",1592.24567021548,14.0960433248681,-89.9925324974501,9824.02382978927,0,0,0,0.00867355713134623,0.00931508210471265,0,0,-0.2114165194485,NA,-0.00675537182286678,0.635246552808783,-0.00675537182286678,-0.2114165194485,FALSE
