"","Aquifer","Country","area_km2","nWells","beta_AveDepletion","se_AveDepletion","p_AveDepletion","beta_distTrend","se_distTrend","p_distTrend","lat_c","lon_c","urbkHaKm2","CropSuitIndex","probBorderRiver","RDS_mainDist","SoitTerrainSuit","prec_mm","pet_mm","dist_to_LB_km","depletion_m_yr","TransboundaryAquifer"
"314","Deep Creek Valley","USA",579.370515272351,5,43.5449094511569,27.3064841230593,0.186012885147834,-2.90129103887328,2.61820885533064,0.34866484389163,40.008080779857,-114.036007982859,0,2509.95128702626,1,7.89961268364432,3.35102832751261,235.488890298591,1120.35348843499,1011.98936421002,0.0236855,FALSE
"315","Deh Bid Basin","IRN",1539.15401881214,41,702.670944068047,116.889618058645,4.55509267623299e-07,24.7145267059429,7.74804677070927,0.00280840905745009,30.5522400605333,53.0987065032959,0.000574919835876475,4504.99108513466,1,17.510987431554,2.92681532804996,217.825455302723,1223.81254042506,521.617338337702,0.36944444,FALSE
"316","Deh Kahan Basin","IRN",27.4325667422361,3,882.934538071121,535.630541654426,0.241038645041682,-402.521558609683,820.059254667243,NA,27.7014964466786,57.561718226547,0,3333,0,23.2203262183961,3.27730667004177,117.088539004844,1640.32858805751,257.054074419555,1.17375,FALSE
"317","Deh Sabz Basin","AFG",389.64850770387,8,16.5044671090438,122.180578718412,0.896348828671442,-9.17674906439555,17.9966792185497,0.628320236241092,34.6659672733537,69.2735399249775,0.00432615137624155,5652.3956023071,0,0.0271358391181607,3.4895676676197,408.909097107169,1022.14279443529,109.841887356477,0.000125,FALSE
"318","Dehkyueh Basin","IRN",169.774850510082,14,309.938775803062,112.362746840875,0.0162752217448744,30.0383497171997,30.790150388654,0.348528370066929,27.8289258074659,54.4180844935828,0,3292.42671833571,0,0.141145455387487,3.37447481134,142.535513151881,1655.45126715863,289.512453640109,0.11857143,FALSE
"319","Dehrom Basin","IRN",187.13664320568,18,407.580291129835,111.717879344005,0.00198903520860547,-1.54451940904167,22.2650569474874,0.945554969890224,28.4787631345786,52.3227341696961,0,5563.96591473168,0,260.74690101108,2.66877171694887,222.084228125492,1760.52335346739,433.354064912512,0.21389015,FALSE
"320","Dehrood -e Tangh -e Eram Basin","IRN",118.277853894187,13,1347.47176017663,296.686397089658,0.000675797038986524,35.4997776331822,166.676187661686,0.835233297834653,29.0649118089589,51.6033797959109,0,5447.38314486508,0,1.09515516436297,3.05857940249299,225.688291636452,1726.54755175318,359.591802460541,1.518,FALSE
"321","Delmarva Peninsula","USA",18139.7311006091,294,10.0185498675033,5.8695204895662,0.0889043598245612,-0.0720175830471542,0.0573978901409563,0.210588173220102,38.569682868454,-75.7215629607949,0.00265649098133887,7365.10355420757,0,3.83330507373579,2.17088110432399,1208.19758999529,944.85213032641,711.055009249222,-0.0061361,FALSE
"322","Delta-Mendota Basin","USA",2579.8574911185,839,84.8584993053561,19.1646826475624,1.07766938911603e-05,1.05150872127777,0.741963151437349,0.156797150159405,37.1265300749235,-120.855008840938,0.00184644962039121,7431.55936778531,0,0.393504663925214,1.66226231177536,241.676224984727,1222.66344707208,749.097299102778,0.0508,FALSE
"323","Denver Basin","USA",18087.1096591584,185,15.9762941988721,17.8413913596725,0.371709925186615,-0.180696085924441,0.325183442038944,0.579112216037536,39.5412876836212,-104.472968094629,0.00792818882184905,7749.15929551651,1,7.92963577411753,1.23746481302735,398.636682131796,1062.23582214136,1089.74215500929,0.0148075,FALSE
"324","Desert Valley in northern Nevada","USA",2138.68432371656,1,-20.1090257614851,NA,NA,NA,NA,NA,41.1443567300151,-118.240480404605,0,567.096203159555,0,77.9341070855819,4.32516276602341,182.231335382664,1134.68015205483,1206.57354675877,-0.02010903,FALSE
"325","Detrital Valley Basin","USA",1208.95451836307,8,72.4333494898693,157.167278583802,0.658869972050079,-0.0582484352810465,25.3642435932283,0.99824212678177,35.6246729106943,-114.383587128915,0,3863.83797239194,1,22.2655679532164,2.70883789345164,174.4575521713,1689.62787623787,392.93678559705,0.02087917,FALSE
"326","Devonian and Overlying Unconsolidated Aquifers","CAN",21401.3203724388,70,-40.1211009130495,11.5909761250116,0.000926459720684864,-0.300703414608913,0.328977378410736,0.363917694165655,43.13323267909,-81.4318919547126,0.00164726170813248,8909.42741233193,0,0.195798673038549,1.40511314773204,949.393693050895,636.103423890547,96.1435812983126,-0.02641667,TRUE
"327","Dezghan Basin","IRN",1460.3105340218,21,87.9414214369121,47.194230120978,0.077158220593609,-1.33995019597252,1.75975599845935,0.455741620919566,26.9297889710783,55.1994448402852,0.000484773535013679,4812.22837891115,0,11.6622158936281,3.05298734812373,133.556994684258,1761.0360258439,147.37070269852,0.099,FALSE
"328","Dezhgah-Kordeh Basin","IRN",205.011506611885,14,616.585886528455,94.0903619363255,1.84459689904557e-05,22.8724558773281,13.2529375374001,0.110007515225399,28.1633059821576,52.291854809223,0,4828.86865048642,0,253.27864880766,2.08634328609419,231.857141502267,1803.65462825821,432.42099561204,0.58833333,FALSE
"329","Diamond Valley in northern Nevada","USA",1290.48714740939,6,169.371656386766,89.929762853243,0.118362249880759,-8.03847053155835,4.3491723275284,0.138265448682024,39.8374727362574,-115.971008490166,0,2068.7476756505,0,66.2933800281923,2.66440072181151,260.624809323841,1114.62193458538,992.539236976157,0.05584825,FALSE
"330","Dindigul Fractured Charnockite and Gneiss Aquifers","IND",1310.83078146036,17,505.521645416274,134.852451300117,0.00175255659039046,38.2930627192185,20.4327025163129,0.0805280007598427,10.4168295531241,78.002402038071,0.0231466583061543,9816.81768585238,0,0,1.15791065461614,1305.78823834357,1531.99503847339,1801.40118510065,0.37071429,FALSE
"331","Dixie Valley","USA",1823.79674343349,3,32.8629578774174,27.4972271594179,0.354531587963089,-1.80510945538431,7.79102832836117,NA,39.7730807849244,-117.934883755577,0,605.305491783271,0,157.734800071816,5.00359708670612,144.577645180689,1240.76454290465,1003.5592647781,0.0181356,FALSE
"332","Djursland Limestone and Sand Aquifer System","DNK",1117.76473287159,19,70.1509168083916,28.2487597021909,0.0230938835008918,-5.28435250808597,3.99335918130677,0.203263253242937,56.3685390691567,10.6395026050847,0.000487238825730033,8464.37410078916,0,0.0701507271398094,2.41599189498381,NA,521.781356632366,330.726691690087,0.038,FALSE
"333","Don Bonito Region in the Middle Guadiana Basin","ESP",2900.62850252001,27,22.6951272963301,5.5504768153024,0.00037067812806916,-0.140178349778192,0.506551020533089,0.784261828823649,38.9900179645107,-5.82188810144171,0.000643394847093503,6942.58843336248,0,0.417457915531742,2.9659445776209,432.895966661088,1125.98219064373,125.861908375827,0.01972222,FALSE
"334","Donihue-Coinco-Coltauco Aquifer","CHL",340.201327171299,4,76.6622956382413,83.6269756421344,0.426891921823431,-15.9363614659291,14.6774471699627,0.391024034479091,-34.2720783975503,-71.0283055566163,0.00300038831314533,8543.85290650136,0,0.00423356560471861,3.28797847458594,433.621355059924,1009.05109073392,101.299842594955,0.03041667,FALSE
"335","Dougherty Plain and Marianna Lowlands","USA",18624.697788231,246,-26.6035665121716,13.156080833008,0.0442476936495723,-0.292076505541284,0.385346956082021,0.449208017013314,31.0961773012678,-85.2165008198538,0.00103792399779931,6969.65172305037,0.16260162601626,0.701405994571019,2.78493162367175,1450.78278056612,1101.70052445113,1479.4575786521,-0.02452236,FALSE
"336","Dry Lake Valley and Dreamer Valley","USA",1358.64150858779,2,-7.32000009156764,3.87494536141592,0.309945983157767,-0.150902182642145,NA,NA,37.7368447385467,-114.829626780222,0,1070.78137135439,1,78.7430544020994,2.54896197515118,193.418435655336,1382.66025736059,684.628491316509,-0.00732,FALSE
"337","Duck Lake Valley","USA",203.543169797642,1,-57.4049986898899,NA,NA,NA,NA,NA,41.0354757188623,-119.886784801866,0,3203.43369685016,0,9.4311856044737,1.57932594698068,265.953317283951,1030.96134843123,1223.20979034359,-0.057405,FALSE
"338","Dugway-Government Creek Valley","USA",1101.54139672017,7,3.15283598274081,17.9661417296658,0.86646909365926,-2.42814104447659,1.71725061985985,0.21650459846445,39.9662505153015,-112.921725699763,0,1467.9070750915,1,54.3273891909151,6.22074329034507,218.422218040374,1151.03808669048,1022.81031632797,0.01143,FALSE
"339","Dumak Basin","IRN",210.443070866407,11,778.872338950478,107.277948220856,2.72524711281318e-05,34.4678537033481,44.9534613044935,0.462870319133719,29.2486539250377,60.4280553247017,0,0,0,2.49436847149474,3.76793827481015,65.3445429197436,1612.65725118059,87.0653846109606,0.92285714,FALSE
"340","Eagle Valley","USA",178.508215460769,63,24.0231147804758,39.2116942134479,0.542347302987263,19.5300027617308,8.21491459912458,0.0205867210164736,39.146059775101,-119.769376077239,0.0207497947868482,7195.16626985477,0,0,3.42081901976123,317.897050809907,1102.86238202576,955.457059622875,-0.02524125,FALSE
"341","East Bay Plain","USA",346.13159939165,1943,5.56431932439506,1.05317339632352,1.41055999762005e-07,-0.386243891135765,0.0716194516462224,7.77510191158423e-08,37.7707986567925,-122.206215668416,0.0755185705877065,6708.26286651079,0,0.0253602334899313,1.1459801845747,403.210993263029,1050.04115421861,910.514788865628,0.00336239,FALSE
"342","East Contra Basin","USA",383.737652654012,350,14.6553009630369,3.62966770264508,6.64083282156964e-05,-0.315928925183447,0.507840232164662,0.534281518833835,37.9496838323144,-121.672467839528,0.02457782166981,5653.43367166388,0,0.950970374396169,3.75813923561961,217.414297023326,1171.14834772006,895.517377691193,0.01995055,FALSE
"343","East Salt River Basin","USA",4157.53741167228,7,-426.419616566506,414.01824192019,0.342749423420069,31.1397033144574,34.7125389095537,0.410789163236717,33.344154605848,-111.666337797509,0.0252052215261958,3242.01032865991,0,2.72006630686737,2.41316290834808,233.321538776163,1595.6228326935,225.643462406825,-0.77506286,FALSE
"344","East Shore Area","USA",844.090303189786,31,43.3317349072174,17.054001335004,0.0164683526915277,0.317346655813939,1.91961230455222,0.869840676309543,41.1967960423418,-112.046542232313,0.0298751493607435,6719.64614370146,0.67741935483871,6.2708014406654,2.48275777853759,487.022729461694,1023.60665475255,1220.26618388478,0.0586775,FALSE
"345","Eastern Amarkantak Plateau","IND",9922.46591583058,25,24.9414293258451,25.0212827039559,0.328802130664599,-1.12241233875339,0.865512081021309,0.207553253885873,22.8447578253501,81.0618915249134,0.00141960214240299,2789.10040797725,0,0.141497964719637,5.40525903975252,1421.22821707335,1173.97232557992,602.584098919576,0.01625,FALSE
"346","Eastern Armorican Massif","FRA",36314.0430987923,96,-64.5522855379239,41.7022779324027,0.124963693914857,-1.00179894159412,0.805328946830735,0.216606536812095,47.7589502014787,-1.11676107335789,0.0019149703897078,8773.52235922604,0,0.00180307869323325,2.24567239769774,807.86845127471,740.429944792767,663.184481147853,-0.00958333,FALSE
"347","Eastern Arroyo Seco Valley","USA",371.227720883871,2,-49.639472,18.8816758023392,0.231395840676364,23.9382450385994,NA,NA,33.27896813896,-114.940791616001,0,-0.393212781332064,0.5,70.6855874404501,2.0030490491549,77.8649374006593,1778.87563341606,76.0803568677138,-0.04963947,FALSE
"348","Eastern Bohemian Cretaceous Basin","CZE",3257.44888992437,41,38.7157791322171,12.5956356683577,0.00379761482393157,-0.387244257196776,0.609581769642859,0.528967316122365,50.0487520921724,16.182278958272,0.00408455580130925,7927.26781167196,0,0,2.7929155208257,591.203519486644,607.311109879995,46.7065678184214,0.01263889,FALSE
"349","Eastern C Aquifer","USA",29536.2772437218,7,69.1480015079153,73.6658607195667,0.384131604733792,-1.14264736999134,1.12780970237104,0.357475140414348,34.7208580289105,-109.25402834134,3.66305150259474e-05,1477.52453383022,0,28.3157591896228,2.43545659397593,293.816330632899,1224.37333154088,408.384285968566,0.042672,FALSE
"350","Eastern Cambay Basin","IND",8486.42182078987,39,78.3675733589376,58.9002910481697,0.191279147078169,1.47955375928918,1.07215511606764,0.175874714848771,23.3867205794482,72.9139133182351,0.0111235600900981,7607.30660541452,0,0,1.63345683923637,1062.80940674151,1431.95300635015,234.50394774882,0.11333333,FALSE
"351","Eastern Cambrian-Ordovician Aquifers","USA",55101.3665442352,59,-79.389150812541,59.1768432076101,0.184968719929146,1.50307705479871,1.15491875635599,0.198337924406114,42.7193181336218,-90.0419530909772,0.00163350783794519,9800.25354004393,0,0.813666266488617,1.65884052075728,990.839654305357,695.215039360521,775.499087996715,-0.03352778,FALSE
"352","Eastern Carrizo-Wilcox","USA",57255.4317973458,438,-11.7887907489703,25.4890630054158,0.643950212556384,-0.229575315306693,0.309895719750857,0.459204557996594,32.2519330038841,-94.5782676888912,0.00115311340936926,8658.10691974124,1,0.93379769473111,2.3964413814435,1263.52889051873,1117.69604970316,792.388679157271,0.00423333,FALSE
"353","Eastern Celje Basin","SVN",87.0768930773291,2,-32.5,1.17851083057307,0.023074914143179,0.22355435792649,NA,NA,46.2528628188605,15.241601215391,0.0238843363380364,8789.41666666666,0,0,3.33041044776119,1092.81022659652,629.42363254749,42.8331236675184,-0.0325,FALSE
"354","Eastern Champlain Valley Lowlands","CAN",8851.40787689794,1,-58.333333,NA,NA,NA,NA,NA,44.1955428366045,-73.1193613718263,0.00101118587868336,8102.93697681125,0,2.27338635881519,4.04358546116036,1090.57249626263,612.133411472342,6.79000720926459,-0.000381,TRUE
"355","Eastern Champlain Valley Lowlands","USA",8851.40787689794,5,9.75824142806233,13.2853100759534,0.503371562372965,-0.11265564745776,0.154322975016057,0.518228622144752,44.1955428366045,-73.1193613718263,0.00101118587868336,8102.93697681125,0,2.27338635881519,4.04358546116036,1090.57249626263,612.133411472342,132.914390771186,-0.000381,TRUE
"356","Eastern Dakota Aquifer","USA",39327.5967933306,18,75.6558780864634,33.5649997301774,0.0376821740759398,-0.206927097466896,0.299783188686873,0.499924345541028,42.8029607591608,-95.2942504375407,0.000340825198869747,9844.46439188426,0.555555555555556,1.44859335703074,1.02330903464404,818.268586333485,753.134480954245,918.64930225734,0.07856037,FALSE
"357","Eastern Deccan Basalt Plateau","IND",21643.1380143671,48,182.04249436821,82.7963418696197,0.0328588598135526,-0.452387704357054,1.05235190873863,0.66928825439467,18.3080908985838,76.8446750247758,0.00393174126464614,3558.92007270081,0,0.268405987739376,3.07938727770131,917.870349922753,1392.5095219012,968.035686038134,0.08305556,FALSE
"358","Eastern Dehshir and Arnan Basins","IRN",968.598877426025,17,144.499518890505,25.5427101552346,3.56869484173722e-05,3.21378522947831,2.61806493527069,0.238535408841897,31.3315217214306,54.1538770799749,0,1821.12702570261,1,4.40730568223143,2.63908501739275,145.376699473319,1303.51103652895,655.720688406676,0.13583333,FALSE
"359","Eastern Duero Basin","ESP",16233.7284215126,63,-164.111795404078,60.3714362256227,0.00849632511818751,5.86885951518963,1.25475645269221,1.65780174971521e-05,41.6746110380321,-3.6139425689522,0.000520238387679975,6723.1846557986,0.682539682539683,0.070270661921976,3.8489275330695,484.302431473081,922.079765361329,286.981377990389,-0.03568182,FALSE
"360","Eastern El Palmar Aquifer","MEX",1196.64331268877,2,265.611111,443.041682437707,0.656184306733485,22.5970327114869,NA,NA,23.7921706144533,-103.009241406987,0.0021544625359147,4327.22963561541,1,0,4.9862431724654,374.391876460245,1354.98557847839,541.452196939511,0.26561111,FALSE
"361","Eastern Elsinore Valley","USA",30.7864934082035,68,210.511869478787,35.6813886734451,1.32393744608097e-07,-929.106388318695,504.533264934053,0.0700399931590836,33.6383421182995,-117.305886591669,0.0423954427671291,8769.93487239225,0,0,2.84904161812983,374.79918876358,1277.83080380208,148.071886481708,0.18288017,FALSE
"362","Eastern Fakhrabad Basin","IRN",83.5829530042334,4,437.287947096046,125.549928647751,0.0399690164131434,-23.8102685635358,188.636913599503,0.911100431479659,28.4719584139633,55.4756976734227,0,5742.14822134388,0,1.32113979006757,3.45083992094862,152.077045679346,1466.78871284485,310.171026163647,0.45,FALSE
"363","Eastern Flatwoods Northshores","USA",4970.75303074263,42,-12.118663849462,10.9035508913641,0.272853408795671,-0.0499756020679952,0.408758602201331,0.903303808385193,29.4622910902906,-81.2624079394335,0.00936009559730855,9519.81005447529,0.880952380952381,0.324942311924451,3.47211413837276,1330.03242277181,1195.83502539915,1551.78094464361,-0.01524,FALSE
"364","Eastern Flatwoods Southshores","USA",25501.9758664465,171,-17.4711842448925,3.57272612519442,2.32061876255965e-06,-0.230919952917898,0.0408998407514595,6.81255706898124e-08,27.4810014464034,-80.7942948774962,0.00824106605533451,8102.62770938139,0.573099415204678,8.99956926603232,3.47782777666093,1388.60187090228,1249.51463531747,1371.76500398763,-0.0146685,FALSE
"365","Eastern Ghavbandi Basin","IRN",255.772836527265,13,589.401132756451,31.2054193609906,2.71747383565895e-10,-0.827138577867283,2.4393370900121,0.740931864311595,27.107066590591,53.3790114271552,0,3107.15860387178,0,0.978934530020001,2.62742667193439,155.604539844893,1759.29768145881,328.861813588363,0.60833333,FALSE
"366","Eastern Goltapeh Zarin Abad Basin","IRN",1085.2507186819,34,752.815311853062,143.10638101413,8.55327204445361e-06,29.6532837505041,18.7713292376065,0.124008343765082,35.732009280441,48.5882409638766,0.000241779932932666,5523.67687948079,0,2.52706044836656,1.23034745621302,340.156555261196,1035.67873269681,249.577693005412,0.50627841,FALSE
"367","Eastern Guadiana Menor Basin","ESP",1655.2256350716,22,-153.973586972522,82.3711403515694,0.0755963853559232,-13.0558008103599,4.20730693624375,0.00560500819078802,37.7321847731863,-2.48057440956098,0.000225635359637067,6161.0913389802,0,1.18573092486699,3.46732203960285,346.62522655479,1104.21044378264,338.371702874898,-0.06070455,FALSE
"368","Eastern Highland Rim","USA",6816.15315135589,31,-111.159675777083,28.7329144904718,0.000547028414006911,-0.115557351689456,1.51385814311022,0.93967835324352,35.7428527632873,-85.933613666764,0.00110106418895598,7451.26700071615,0,0.933800621764441,3.60466692355613,1548.31777567688,930.639388713086,920.799549324272,-0.09017,FALSE
"369","Eastern Huaihe Plain","CHN",61837.2567795138,33,372.475897978967,147.063342604345,0.0164190306501595,-1.87105096606974,1.46045155339824,0.209643864453212,34.5739362008683,117.721439561862,0.029129887045138,7524.00790053106,0,0.581154251677005,2.54959581924654,876.574006164529,941.175614357958,1038.79818718806,0.07090909,FALSE
"370","Eastern Imperial and Amos and Oligby Valleys","USA",1935.09342372954,30,671.769957078726,64.3310085638674,2.44953497782566e-11,-25.0355946013061,8.05571990834547,0.00429497872543207,32.8740297399946,-115.061670693459,0,-0.234321050137653,0.166666666666667,17.9307839784753,2.0229110443462,52.0961354877531,1673.04407362713,25.3112770857357,0.7362075,TRUE
"371","Eastern Isonzo-Soca High Plain","SVN",69.8238624715285,6,-17.965277733812,77.8514135226443,0.826643520438754,-0.785760564891014,13.3950338830495,0.956036070303065,45.9124924227346,13.6437034995806,0.0295206335817148,9903.13451113451,0,0,2.4049569049569,1287.35771433286,715.536029240575,4.99306828772501,-0.062,TRUE
"372","Eastern Kachchh Coastal Plain","IND",1292.94632268782,3,-39.833337068558,196.440307038647,0.858067442393367,20.6929389723376,38.3385504328331,NA,23.0622285462818,70.2448838127369,0.00412745319438527,6844.3717804122,0,33.051410786489,3.49015430629005,564.020852496175,1510.56167389687,136.568542416921,0.103,FALSE
"373","Eastern Kankakee Plains","USA",3480.20923390519,5,-16.5829344652593,12.3437490833465,0.250286553620698,-0.134159541374389,0.503928330009703,0.807313181931293,41.1560910822613,-86.7417118251793,6.53977733872763e-05,7895.35858063892,0,1.20642214179253,1.41465745412562,1048.83191007505,747.623435256036,420.837872568597,-0.00907143,FALSE
"374","Eastern Karoo Basin","ZAF",41779.3289993385,12,114.166675055692,74.0744443379739,0.151517858997088,2.66190061785843,1.30280368041663,0.0682798252937589,-29.1033237913473,29.9080043824914,0.00277558419532047,8298.02024594033,0,0.204352588166797,3.21366158374709,727.681297189159,1115.12156393471,54.3026486282804,0.01696429,FALSE
"375","Eastern Khash Basin","IRN",839.13139271536,29,449.699778365513,57.5737247351277,1.65269055052816e-08,0.207658217511525,7.0138803574169,0.976598445371533,28.218014931247,61.4474881910889,0,1640.91115878241,0,3.84620804502561,4.58388915601254,76.1451970477777,1652.30396697928,67.3156698000995,0.50791667,FALSE
"376","Eastern Kome Basin","IRN",100.919633304907,10,1939.19794750187,565.64034398377,0.00752817386294028,-93.1945581432138,267.183302078759,0.736238805143428,31.0904280947761,51.7440397892772,0,5364.91473100057,1,23.8941910399267,1.92200844050111,287.0383792758,1134.06516641845,388.47277199588,1.76818182,FALSE
"377","Eastern La Sabana Aquifer","MEX",76.1232867016764,3,120.333338156343,106.677868783355,0.376439612575981,-38.5977357421741,46.8936642958353,NA,16.7933084975123,-99.6729674780805,0.00386711462642192,9964.84783572168,0,0,2.62040183188063,1366.54337344225,1403.0046326763,849.459613329741,0.054,FALSE
"378","Eastern Libres-Oriental Aquifer","MEX",229.759988559466,1,215.714286,NA,NA,NA,NA,NA,19.339341424055,-97.3461593985544,0.00115442734869732,8527.64193641711,1,0,2.52046835320968,755.620158067216,1036.42775694844,701.62040602194,0.21571429,FALSE
"379","Eastern Lordegan Basin","IRN",116.028148312191,3,1078.74998728434,195.655221474023,0.0313568133795353,55.8673803928294,647.297293680622,NA,31.4156103088006,51.0608286220325,0.000181138351634909,5026.9603361925,1,32.1766047772231,3.25758447988026,380.864150197496,1161.56514492981,334.60151413738,1.19625,FALSE
"380","Eastern Malwa Plateau","IND",25274.7051240011,80,32.6795750709133,38.1461116809458,0.394204842380368,-0.959401084883452,0.858469433077986,0.267180452389511,24.076989681702,77.9526329220857,0.00311674791950007,3212.08621064712,0.2125,0.358954585630906,3.48177262703859,1172.38614383423,1293.1474465564,624.828569356673,0.003375,FALSE
"381","Eastern Malwa Plateau Alluvial Aquifer","IND",12284.4586706722,26,-125.065138193507,161.055031575679,0.444717608541036,3.31167677289985,5.14053268353194,0.52553718838416,26.5562344907981,75.7553327761123,0.00625298650928374,8890.70057289937,0,0,1.26084884722095,669.296917739868,1308.37956246374,441.054228706257,-0.39535714,FALSE
"382","Eastern Mekong Delta","VNM",35141.8850360193,28,185.838197498036,53.381720426692,0.00171385726108826,0.518633789815192,1.46466996769817,0.726122537605968,10.80781775377,106.072889976744,0.0304610294078829,5894.04003116642,0.0714285714285714,2.20190201745582,2.26839855720021,1716.87788768493,1255.16211982478,19.7681378054482,0.1227399,TRUE
"383","Eastern Mississippi Embayment","USA",60650.4075696584,170,-70.7526807344791,12.7326093913982,1.05130656317187e-07,-0.0578781765925613,0.116030520200452,0.618559714451232,34.091710043242,-89.1092401393637,0.00156641930818901,8751.49604301003,0.0823529411764706,1.37800803421687,2.16576343421677,1485.4604241597,1018.49922216102,1280.84326594102,-0.05134708,FALSE
"384","Eastern Neyshabur Plain","IRN",1297.5561331769,16,1179.28134601483,146.018425976929,7.65997183985856e-07,-26.6692265104814,7.89493303388142,0.00450567360352826,35.9436581574611,59.0681643758119,0.000217727366889007,5517.838352666,0,19.9767055748336,3.47218756637849,272.975084730636,1138.78520058353,170.837727665039,1.31215476,FALSE
"385","Eastern Parecis Basin","BRA",118520.424139525,1,120.714286,NA,NA,NA,NA,NA,-11.9497613714908,-53.454566114905,4.95399063277936e-05,5593.00494297693,1,80.7296368260991,3.23021879119888,2056.08550843853,1122.64125063381,733.846169098727,0.12071429,FALSE
"386","Eastern Paris Basin","FRA",41539.7880080702,129,14.4249159778469,16.4556682500043,0.382350178482671,-0.148895023518652,0.125751513084347,0.238607937462164,48.4377193642172,4.2690245830944,0.000747834596833406,7357.42498171091,0,0.0487726720106318,3.26296439141275,724.513733313478,686.91041677483,220.268816109588,0.005,FALSE
"387","Eastern Pennyroyal Plateau","USA",16212.2954054542,31,-117.939556500619,15.48758956146,1.7134203818476e-08,16.5852745309889,27.330398995552,0.548676753560051,37.1849226457555,-85.4350368150502,0.000615425506405132,6492.31506789787,0,0.624937890257178,3.38549290564134,1406.54139607688,905.904157237374,716.209979661587,-0.10211,FALSE
"388","Eastern Plain","USA",8007.07199825792,398,108.050861072116,6.40399806220099,1.53035932922302e-48,-0.773827287012996,0.107483247039044,3.06025456789989e-12,43.4514821961945,-112.290473818474,0.000879096111007494,5660.02292254666,0,32.5559053601903,1.67484596741122,311.338338274108,880.730086988428,892.878875520691,0.09241865,FALSE
"389","Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers","BRA",118438.496842453,9,358.181221233811,136.894359439264,0.0308185490156484,-2.31555363524479,1.40038530050192,0.14220428024453,-5.81836962385267,-41.918218866958,0.000548539863389952,5229.29814430866,1,4.23720909109203,4.30411060683591,982.274814514585,1305.8875912324,1505.13416494408,0.17416667,FALSE
"390","Eastern Prince Edward Island","CAN",2618.20197043845,6,-2.30100315292804,18.9262118156378,0.907968574240402,0.952564073076569,0.692588052006399,0.241016761246135,46.2540375175,-62.6362886705552,0.000304416467046569,5814.08220586867,0,0.435895243520144,2.73911524800524,1171.54145432067,527.266448806769,537.642241698528,-0.01817781,FALSE
"391","Eastern Qaderabad Basin","IRN",617.398661439851,23,422.178055539073,89.7672983785151,0.000108394923979494,14.4460355543961,10.7055394937213,0.191578584793749,30.1810481802171,53.5538683882352,0,5787.68697324726,0.869565217391304,4.15680567352051,2.63088401302018,194.3562950401,1286.59223086104,567.822909956213,0.44166667,FALSE
"392","Eastern Quibas Aquifer","ESP",72.264858045597,2,560.5375185,212.106525478833,0.230295162330445,-46.0022635240513,NA,NA,38.4252957687112,-0.956399547141664,0,6727.40268171596,0,0,3.14471506767938,353.811831231969,1100.22474286721,484.800785255842,0.56053752,FALSE
"393","Eastern Rezvan Basin","IRN",52.2201331740229,10,912.435693715814,44.0608182644886,6.6775604655467e-09,-13.0449486532645,39.241684349122,0.748110731579757,27.5855847736706,56.1233604046861,0,3333,0,3.25135223957347,4.02304009575105,156.243056476751,1698.86470983524,189.176624595382,0.92544444,FALSE
"394","Eastern Salton Sea","USA",308.883015558723,4,47.285898114131,0.798070590576703,1.05914291482612e-05,5.24172655990538,2.25158021966514,0.145338253995514,33.427744396227,-115.752270118417,0,345.453507185686,0,3.02432292199013,3.15299324260017,81.8293988723661,1767.85653960371,103.43413594633,0.04690333,FALSE
"395","Eastern Salvadoran Coastal Plain","SLV",1094.3206417462,11,315.552494600274,159.65398037569,0.0763183755579666,-23.8205854425894,25.7261286906793,0.378642160171803,13.319549253745,-88.5114426322338,0.00931417864188696,9060.04063484329,1,0.00639288445813485,1.58239736874162,1717.30917286077,1391.77945634242,60.2940148503354,0.03875,FALSE
"396","Eastern San Gabriel Valley","USA",202.4091553295,85,235.531332930047,42.0417607936415,2.61759747844091e-07,48.2234317526853,12.5185154448881,0.000229662106356223,34.0876135604054,-117.909868736014,0.0818478139363858,10000,0,0,1.12788518524451,357.02484085832,1298.05039648621,224.625621361914,0.07493,FALSE
"397","Eastern San Joaquin Basin","USA",3103.80792543439,2482,-64.9747690579573,3.93968799753948,4.58030608735719e-58,-2.71244284224804,0.303993638244963,8.64169145734102e-19,37.998174721726,-121.125102237527,0.00694124533752888,7808.50879312486,0,0.891575269770489,1.10841062069993,409.324347067962,1201.35678812417,868.489368987394,-0.0507365,FALSE
"398","Eastern Santa Clara River Valley","USA",195.869712217486,145,319.134254223113,59.9929311770134,3.89299938863855e-07,-6.66767933599353,15.9027116484101,0.675641116519695,34.4295357674514,-118.552795155134,0.0552627128631083,7974.09549745824,0,0,2.01639763649568,315.194527153635,1344.29936496076,298.78151453606,0.15129164,FALSE
"399","Eastern Saq Aquifer","SAU",67728.3516391142,29,1417.6829071334,208.712518521347,2.23196555592566e-07,-5.94613842568184,1.72644462748789,0.00188515755699227,26.1203098536203,44.0772889139883,0.000679217068897122,1242.57558643661,0,20.0635137543871,4.41112431578679,129.634410543242,2058.03063853618,391.196955573324,1.3,FALSE
